,mpa_id,search,plan_id,notes,network,name,orig_name,country,sovereign,sub_locati,designatio,designat_1,designat_2,marine,status,status_yea,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,fishing,fishing_in
31,4395,F,27,NA,NA,Phoenix Islands,Phoenix Islands Protected Area,KIR,KIR,Not Reported,Protected Area,Protected Area,National,2,Designated,2006,All,395059.5794,397447,395059.5794,397447,395090.0994,No,"Shark fishing and harvesting of coconut crabs is prohibited. Zonation: 99.4% no-take zones, 0.6% restricted use zone (lagoon and marine area around Kanton Island out to 12 nm - low-level subsistence fishing only)"
697,9203,F,28,NA,NA,Otter Rock,NA,USA,USA,US-OR,Marine Reserve,Marine Reserve,NA,1,Designated,2009,All,3.090149929,0,3.090149929,3,3.170219502,No,"NO
■ Take of any fish, invertebrates, seaweeds 
or wildlife
■ Deployment of any fishing gear

You Can 
■ Remove fishing gear that has drifted into 
the area (call Oregon State Police for 
permission)
■ Transit with catch onboard"
698,9201,F,29,NA,NA,Redfish Rocks,NA,USA,USA,US-OR,Marine Reserve,Marine Reserve,NA,1,Designated,2009,All,6.804266684,0,6.804266684,6,6.815120343,No,"NO
■ Take of any fish, invertebrates, 
seaweeds or wildlife
■ Deployment of any fishing gear
You Can 
■ Remove fishing gear that has drifted 
into the area (call Oregon State Police 
for permission)
■ Transit with catch onboard

 ‘Dis"
696,9206,F,30,NA,NA,Cascade Head,NA,USA,USA,US-OR,Marine Reserve,Marine Reserve,NA,1,Designated,2010,All,25.47236193,0,25.47236193,29,25.59534182,No,"NO
■ Take of any fish, 
invertebrates, seaweeds 
or wildlife
■ Deployment of any 
fishing gear

You Can 
■ Remove fishing gear that 
has drifted into the area 
(call Oregon State Police 
for permission)
■ Transit with catch 
onboard
"
695,9208,F,31,NA,NA,Cape Perpetua,NA,USA,USA,US-OR,Marine Reserve,Marine Reserve,NA,1,Designated,2010,All,36.72410806,0,36.72410806,36,36.90434042,No,"NO
■ Take of any fish, 
invertebrates, seaweeds 
or wildlife
■ Deployment of any 
fishing gear

You Can 
■ Remove fishing gear that 
has drifted into the area 
(call Oregon State Police 
for permission)
■ Transit with catch 
onboard"
700,8829,F,32,NA,NA,Nestucca Bay,NA,USA,USA,US-OR,National Wildlife Refuge,National Wildlife Refuge,National,1,Designated,1991,All,1.545221398,15,1.545221398,15,15.21973219,No,Commercial and Recreational Fishing Prohibited
703,8743,F,33,NA,NA,Siletz Bay,NA,USA,USA,US-OR,National Wildlife Refuge,National Wildlife Refuge,National,1,Designated,1991,All,3.341256361,8,3.341256361,8,8.104663039,No,Commercial and Recreational Fishing Prohibited
4,9689,F,34,NA,NA,Namuncurá - Banco Burdwood [Core Zone],Namuncurá - Banco Burdwood [Zona Núcleo],ARG,ARG,AR-V,Área Marina Protegida,Marine Protected Area,National,2,Designated,2013,All,1808.400631,30675,1808.400631,30675,1808.400631,No,"The only activities allowed within the ""Core Zone"" will be those necessary for its control and inspection."
519,15624,F,35,Part of NCL Coral Sea Natural Park,NA,Atolls d'Entrecasteaux,Atolls d'Entrecasteaux,NCL,FRA,Not Reported,Parc Naturel,Natural Park,National,2,Designated,2013,Part,3236,3504,3322.162802,3504,3504.576827,Unknown,NA
646,6927,F,36,Zone Cotiere Ouest,NA,Île Verte,Île Verte,NCL,FRA,Not Reported,Réserve Naturelle,Nature Reserve,National,1,Designated,1993,All,0.6201875802,0,0.6201875802,0,0.7666083779,No,NA
647,6926,F,36,Zone Cotiere Ouest,NA,Poé,Poé,NCL,FRA,Not Reported,Réserve Naturelle,Nature Reserve,National,1,Designated,1993,All,16.56408053,29,16.56408053,29,29.08898437,No,NA
478,4854,F,37,NA,NA,KKPN PULAU PIEH DAN LAUT SEKITARNYA,TAMAN WISATA PERAIRAN PULAU PIEH DAN LAUT SEKITARNYA,IDN,IDN,ID-SB,Taman Wisata Perairan,Marine Recreation Park,National,2,Designated,2009,Part,801,0,370.5696442,0,370.6308719,Unknown,NA
1176,5814,F,38,NA,NA,"KKPN KEPULAUAN ANAMBAS DAN LAUT SEKITARNYA
",TAMAN WISATA PERAIRAN KEPULAUAN ANAMBAS DAN LAUT SEKITARNYA,IDN,IDN,ID-KR,Taman Wisata Perairan,Marine Recreation Park,National,2,Designated,2014,Part,30328,0,12609.16909,0,12642.43528,Unknown,NA
1122,67705394,F,39,NA,NA,KKPD KEPULAUAN DERAWAN DAN PERAIRAN SEKITARNYA,TAMAN PESISIR DAN TAMAN PULAU KECIL KEPULAUAN DERAWAN DAN PERAIRAN SEKITARNYA,IDN,IDN,ID-KU,Taman Pesisir dan Taman Pulau Kecil,Coastal and Small Island Park,National,1,Designated,2016,Part,990,0,2604.969557,0,2850.456191,Some Restrictions,"In a report in 2011, it described 8% of the MPA as ""no-take.""  No map of zones has been located."
435,68808702,F,40,NA,NA,KKP NUSA PENIDA,TAMAN WISATA PERAIRAN NUSA PENIDA,IDN,IDN,ID-BA,Taman Wisata Perairan,Marine Recreation Park,National,2,Designated,2010,Part,94,0,195.7566093,0,199.0766027,Unknown,NA
480,3531,F,41,NA,NA,KKPN KEPULAUAN KAPOPOSANG,TAMAN WISATA PERAIRAN  KEPULAUAN KAPOPOSANG DAN LAUT SEKITARNYA,IDN,IDN,ID-SN,Taman Wisata Perairan,Marine Recreation Park,National,2,Designated,2009,Part,1084,0,499.1204395,0,499.2115464,Unknown,NA
496,674,F,42,NA,NA,KKPN LAUT BANDA,TAMAN WISATA PERAIRAN (TWP) LAUT BANDA,IDN,IDN,ID-MA,Taman Wisata Perairan,Marine Recreation Park,National,1,Designated,2009,Part,84,0,24.30447522,0,25.00129295,Unknown,NA
1275,710,F,43,NA,NA,Pulau Weh,Pulau Weh,IDN,IDN,ID-AC,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,5.151303027,0,51.51303027,0,65.01631703,Unknown,NA
505,253,F,44,NA,NA,Komodo,Komodo,IDN,IDN,ID-NT,Taman Nasional,National Park,National,2,Designated,0,Part,118.5200383,0,1185.200383,1733,1206.463328,Unknown,NA
1015,738,F,45,NA,NA,Gulf of Mannar,Gulf of Mannar,IND,IND,IN-TN,National Park,National Park,National,2,Designated,1986,All,369.1110083,193,369.1110083,393,375.0745936,Unknown,NA
924,7248,F,46,NA,NA,Isla De Alboran,Isla De Alboran,ESP,ESP,ES-AN,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2003,Part,16.24,263,264.0798049,265,264.1628777,Some Restrictions,"""Legal protection allows management and basic regulation of natural resources and activities in this area. 
Demarcation of Alborán area is not simple because of the different remits of legal bodies for its conservation.

First, as a Marine Reserve f"
1040,9260,F,47,NA,NA,Llevant de Mallorca/Cala Rajada,NA,ESP,ESP,Balearic Islands,Marine Reserve,Marine Reserve,NA,1,Designated,2007,Part,19,59,112.5186318,0,114.2654875,Unknown,"The Marine reserve consists of three areas with different levels of protection:

· The first zone is a No-Take Area (NTA) between Cape Ferrutx and “Penya des Llamp” which covers about 1,900 ha and prohibits any type of fishing

· The restricted"
187,7702747,NF,NA,NA,NA,Bales Beach,Bales Beach,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,6.885715561,7,6.885715561,7,7.295841432,No,All fishing is prohibited
243,2747,NF,NA,NA,NA,Bales Beach,Bales Beach,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,6.885715561,7,6.885715561,7,7.295841432,No,All fishing is prohibited
273,7704329,NF,NA,NA,NA,Barrenjoey,Barrenjoey,AUS,AUS,AU-NSW,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2002,Part,0.0189944692,0,0.189944692,0,0.2476969869,Some Restrictions,"Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. The collection of cunjevoi (tunicates), and all invertebrates (aside from rock lobster), and the taking of abalone are al"
331,4329,NF,NA,NA,NA,Barrenjoey,Barrenjoey,AUS,AUS,AU-NSW,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2002,Part,0.0189944692,0,0.189944692,0,0.2476969869,Some Restrictions,"Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. The collection of cunjevoi (tunicates), and all invertebrates (aside from rock lobster), and the taking of abalone are al"
1386,68808832,F,14,NA,Great Barrier Reef Marine Park,Great Barrier Reef Coast,Great Barrier Reef Coast,AUS,AUS,AU-QLD,Marine Park,Marine Park,National,2,Designated,2004,All,15634.82237,15803,15634.82237,15803,15803.41973,Unknown,NA
285,7703893,NF,NA,NA,NA,Barwon Bluff,Barwon Bluff,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,Part,0.17,0,0.1110168291,0,0.1571926214,No,All fishing prohibited
342,3893,NF,NA,NA,NA,Barwon Bluff,Barwon Bluff,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,Part,0.01110168291,0,0.1110168291,0,0.1571926214,No,All fishing prohibited
313,14559,NF,NA,NA,NA,Bass Pyramid,Bass Pyramid,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,2,Designated,1999,All,0.0005898000245,0,0.0005898000245,0,0.02198786121,Unknown,NA
1384,68808920,F,48,NA,NA,Coral Sea - National Park Zone,Coral Sea,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,238398.0305,0,238398.0305,238399,238399.7606,Unknown,NA
459,14995,F,49,NA,North Marine Parks,Gulf of Carpentaria - National Park Zone,Gulf of Carpentaria,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,3623.082379,7387,3623.082379,7387,3623.082379,Unknown,NA
307,15529,NF,NA,NA,NA,Battery Island,Battery Island,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,2,Designated,2012,Part,0.001901323306,0,0.01901323306,0,0.01901323306,Unknown,NA
422,68808954,F,49,NA,North Marine Parks,Oceanic Shoals - National Park Zone,Oceanic Shoals,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,406.1946208,0,406.1946208,406,406.1946208,Unknown,NA
1392,15018,F,49,NA,North Marine Parks,West Cape York - National Park Zone,West Cape York,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,3329.132249,7957,3329.132249,7957,3329.132249,Unknown,NA
283,7703897,NF,NA,NA,NA,Beware Reef,Beware Reef,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2002,All,2.199730813,2,2.199730813,2,2.199730813,No,All fishing prohibited.
340,3897,NF,NA,NA,NA,Beware Reef,Beware Reef,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2002,All,2.199730813,2,2.199730813,2,2.199730813,No,All fishing prohibited.
324,4405,NF,NA,NA,Small Bass Strait,Black Pyramid Rock,Black Pyramid Rock,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,2,Designated,1999,All,0.002643269489,0,0.002643269489,0,0.1446523172,Unknown,NA
306,15533,NF,NA,NA,NA,Bligh Point,Bligh Point,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,1,Designated,2011,Part,0.006618521413,0,0.06618521413,0,0.1083500885,Unknown,NA
272,7704330,NF,NA,NA,NA,Boat Harbour,Boat Harbour,AUS,AUS,AU-NSW,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2002,Part,0.05769018878,0,0.5769018878,0,0.6624657473,Some Restrictions,"Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. Prohibited: the collection of cunjevoi (tunicates), all invertebrates (except for rock lobster), and the taking of abalon"
330,4330,NF,NA,NA,NA,Boat Harbour,Boat Harbour,AUS,AUS,AU-NSW,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2002,Part,0.05769018878,0,0.5769018878,0,0.6624657473,Some Restrictions,"Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. Prohibited: the collection of cunjevoi (tunicates), all invertebrates (except for rock lobster), and the taking of abalon"
462,14980,F,50,NA,North-west Marine Parks,Argo-Rowley Terrace - National Park Zone,Argo-Rowley Terrace,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,36050.12755,62624,36050.12755,62624,36050.12755,Unknown,NA
355,61,ID,NA,NA,NA,Bouddi,Bouddi,AUS,AUS,AU-NSW,National Park,National Park,National,1,Designated,2006,All,2.96506167,0,2.96506167,16,16.17738687,No,"All fishing is prohibited in the 2.873 sq. km marine extension. Fishing is allowed in all other areas of the park, but is limited by park boundaries to streams, beaches and rocky intertidal areas."
423,68808842,F,50,NA,North-west Marine Parks,Ashmore Reef - Recreational Use Zone,Ashmore Reef,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2004,All,33.51946697,33,33.51946697,33,33.54784295,Unknown,NA
316,14203,NF,NA,NA,NA,Brother and Sister,Brother and Sister,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,1,Designated,2007,Part,0.001266321512,0,0.01266321512,0,0.01266321512,Unknown,NA
461,14988,F,50,NA,North-west Marine Parks,Dampier - National Park Zone,Dampier,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,72.71040713,149,72.71040713,149,72.71040713,Unknown,NA
276,7703913,NF,NA,NA,NA,Bunurong,Bunurong,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,20.36194483,20,20.36194483,20,20.47965299,No,All fishing is prohibited
332,3913,NF,NA,NA,NA,Bunurong,Bunurong,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,20.36194483,20,20.36194483,20,20.47965299,No,All fishing is prohibited
271,7704333,NF,NA,NA,NA,Cape Banks,Cape Banks,AUS,AUS,AU-NSW,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2002,Part,0.01519739319,0,0.1519739319,0,0.2319094841,Some Restrictions,"Line fishing and spearfishing (subject to normal restrictions), along with collection of rock lobster, sea lettuce and baitweed are all allowed. Prohibited fishing: collection of cunjevoi (tunicates), all invertebrates (except rock lobster), and the taki"
329,4333,NF,NA,NA,NA,Cape Banks,Cape Banks,AUS,AUS,AU-NSW,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2002,Part,0.01519739319,0,0.1519739319,0,0.2319094841,Some Restrictions,"Line fishing and spearfishing (subject to normal restrictions), along with collection of rock lobster, sea lettuce and baitweed are all allowed. Prohibited fishing: collection of cunjevoi (tunicates), all invertebrates (except rock lobster), and the taki"
413,4020,NF,NA,NA,NA,Cape Byron - Sanctuary Zone,Cape Byron,AUS,AUS,AU-NSW,Marine Park,Marine Park,National,2,Designated,2002,All,60.72121965,61,60.72121965,61,61.66277002,Some Restrictions,Sanctuary zone: all fishing prohibited.
292,7703884,NF,NA,NA,NA,Cape Howe,Cape Howe,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,40.29077905,40,40.29077905,40,40.53122484,No,All fishing prohibited.
347,3884,NF,NA,NA,NA,Cape Howe,Cape Howe,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,40.29077905,40,40.29077905,40,40.53122484,No,All fishing prohibited.
323,4419,NF,NA,NA,NA,Cape Portland,Cape Portland,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,1,Designated,2012,Part,0.05027267321,1,0.5027267321,1,1.629832289,Unknown,NA
305,15544,NF,NA,NA,NA,Cataraqui Point,Cataraqui Point,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,2,Designated,2011,Part,0.0279121282,3,0.279121282,3,3.047403616,Unknown,NA
460,14991,F,50,NA,North-west Marine Parks,Gascoyne - National Park Zone,Gascoyne,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,9131.860981,33436,9131.860981,33436,9131.860981,Unknown,NA
458,15000,F,50,NA,North-west Marine Parks,Kimberley - National Park Zone,Kimberley,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,6392.289784,6774,6392.289784,6774,6392.289784,Unknown,NA
354,159,NF,NA,NA,NA,Chappell Islands,Chappell Islands,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,1,Designated,1999,Part,0.1014107156,2,1.014107156,2,2.502454626,Unknown,NA
277,7703907,NF,NA,NA,NA,Churchill Island,Churchill Island,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,1,Designated,2002,All,5.682620606,6,5.682620606,6,6.700997813,No,All fishing prohibited.
333,3907,NF,NA,NA,NA,Churchill Island,Churchill Island,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,1,Designated,2002,All,5.682620606,6,5.682620606,6,6.700997813,No,All fishing prohibited.
